Invoice,InvoiceDate,Quantity,Price,Customer ID,Country
489550,2009-12-01 12:33:00,6,3.75,14156,EIRE
489550,2009-12-01 12:33:00,2,6.75,14156,EIRE
489550,2009-12-01 12:33:00,6,3.75,14156,EIRE
489550,2009-12-01 12:33:00,12,0.85,14156,EIRE
489550,2009-12-01 12:33:00,12,0.85,14156,EIRE
489550,2009-12-01 12:33:00,4,9.95,14156,EIRE
489550,2009-12-01 12:33:00,6,2.55,14156,EIRE
489550,2009-12-01 12:33:00,48,0.55,14156,EIRE
489550,2009-12-01 12:33:00,2,12.75,14156,EIRE
489550,2009-12-01 12:33:00,2,12.75,14156,EIRE
489550,2009-12-01 12:33:00,4,12.75,14156,EIRE
489550,2009-12-01 12:33:00,2,6.75,14156,EIRE
489550,2009-12-01 12:33:00,6,3.75,14156,EIRE
489667,2009-12-01 18:35:00,12,1.25,16563,United Kingdom
489667,2009-12-01 18:35:00,32,2.55,16563,United Kingdom
489667,2009-12-01 18:35:00,24,3.75,16563,United Kingdom
489667,2009-12-01 18:35:00,12,1.95,16563,United Kingdom
489667,2009-12-01 18:35:00,24,3.39,16563,United Kingdom
489667,2009-12-01 18:35:00,12,1.69,16563,United Kingdom
489667,2009-12-01 18:35:00,32,2.95,16563,United Kingdom
489667,2009-12-01 18:35:00,25,0.42,16563,United Kingdom
489667,2009-12-01 18:35:00,24,1.69,16563,United Kingdom
489667,2009-12-01 18:35:00,24,3.39,16563,United Kingdom
490023,2009-12-03 12:38:00,1,79.95,16168,United Kingdom
490023,2009-12-03 12:38:00,6,2.95,16168,United Kingdom
490023,2009-12-03 12:38:00,30,2.55,16168,United Kingdom
490023,2009-12-03 12:38:00,12,1.25,16168,United Kingdom
490118,2009-12-03 17:46:00,2,3.95,17851,United Kingdom
490118,2009-12-03 17:46:00,2,4.25,17851,United Kingdom
490118,2009-12-03 17:46:00,2,5.95,17851,United Kingdom
490118,2009-12-03 17:46:00,4,5.95,17851,United Kingdom
490118,2009-12-03 17:46:00,4,1.55,17851,United Kingdom
490118,2009-12-03 17:46:00,3,4.95,17851,United Kingdom
490118,2009-12-03 17:46:00,2,3.75,17851,United Kingdom
490118,2009-12-03 17:46:00,3,0.85,17851,United Kingdom
490118,2009-12-03 17:46:00,2,0.85,17851,United Kingdom
490118,2009-12-03 17:46:00,3,2.95,17851,United Kingdom
490118,2009-12-03 17:46:00,3,1.45,17851,United Kingdom
490118,2009-12-03 17:46:00,3,1.65,17851,United Kingdom
490118,2009-12-03 17:46:00,12,0.65,17851,United Kingdom
490118,2009-12-03 17:46:00,2,3.45,17851,United Kingdom
490118,2009-12-03 17:46:00,2,7.95,17851,United Kingdom
490118,2009-12-03 17:46:00,3,1.45,17851,United Kingdom
490118,2009-12-03 17:46:00,4,2.1,17851,United Kingdom
490118,2009-12-03 17:46:00,2,1.25,17851,United Kingdom
490118,2009-12-03 17:46:00,3,5.49,17851,United Kingdom
490118,2009-12-03 17:46:00,2,3.25,17851,United Kingdom
490118,2009-12-03 17:46:00,2,2.95,17851,United Kingdom
490118,2009-12-03 17:46:00,2,1.95,17851,United Kingdom
490118,2009-12-03 17:46:00,2,1.95,17851,United Kingdom
490118,2009-12-03 17:46:00,5,2.1,17851,United Kingdom
490118,2009-12-03 17:46:00,6,0.85,17851,United Kingdom
490118,2009-12-03 17:46:00,11,0.42,17851,United Kingdom
490118,2009-12-03 17:46:00,3,0.65,17851,United Kingdom
490118,2009-12-03 17:46:00,4,0.85,17851,United Kingdom
490118,2009-12-03 17:46:00,4,0.85,17851,United Kingdom
490118,2009-12-03 17:46:00,4,0.85,17851,United Kingdom
490118,2009-12-03 17:46:00,5,0.85,17851,United Kingdom
490118,2009-12-03 17:46:00,4,1.25,17851,United Kingdom
490118,2009-12-03 17:46:00,3,0.65,17851,United Kingdom
490118,2009-12-03 17:46:00,4,1.25,17851,United Kingdom
490118,2009-12-03 17:46:00,2,0.85,17851,United Kingdom
490118,2009-12-03 17:46:00,1,1.65,17851,United Kingdom
490118,2009-12-03 17:46:00,5,0.65,17851,United Kingdom
490118,2009-12-03 17:46:00,2,3.75,17851,United Kingdom
490118,2009-12-03 17:46:00,3,1.25,17851,United Kingdom
490118,2009-12-03 17:46:00,2,2.95,17851,United Kingdom
490118,2009-12-03 17:46:00,2,2.55,17851,United Kingdom
490118,2009-12-03 17:46:00,1,2.95,17851,United Kingdom
490118,2009-12-03 17:46:00,1,2.55,17851,United Kingdom
490118,2009-12-03 17:46:00,1,2.1,17851,United Kingdom
490118,2009-12-03 17:46:00,3,1.25,17851,United Kingdom
490118,2009-12-03 17:46:00,1,2.95,17851,United Kingdom
490118,2009-12-03 17:46:00,5,7.95,17851,United Kingdom
490127,2009-12-03 18:13:00,2,7.95,14156,EIRE
490127,2009-12-03 18:13:00,6,2.55,14156,EIRE
490127,2009-12-03 18:13:00,6,2.1,14156,EIRE
490127,2009-12-03 18:13:00,2,8.95,14156,EIRE
490127,2009-12-03 18:13:00,2,10.75,14156,EIRE
490127,2009-12-03 18:13:00,12,1.25,14156,EIRE
490127,2009-12-03 18:13:00,12,1.25,14156,EIRE
490127,2009-12-03 18:13:00,2,9.95,14156,EIRE
490127,2009-12-03 18:13:00,4,4.95,14156,EIRE
490127,2009-12-03 18:13:00,3,5.95,14156,EIRE
490127,2009-12-03 18:13:00,24,0.55,14156,EIRE
490127,2009-12-03 18:13:00,24,0.42,14156,EIRE
490127,2009-12-03 18:13:00,3,4.95,14156,EIRE
490127,2009-12-03 18:13:00,1,50.0,14156,EIRE
490127,2009-12-03 18:13:00,2,7.95,14156,EIRE
490127,2009-12-03 18:13:00,1,7.95,14156,EIRE
490127,2009-12-03 18:13:00,12,1.95,14156,EIRE
490127,2009-12-03 18:13:00,12,1.25,14156,EIRE
490127,2009-12-03 18:13:00,6,2.1,14156,EIRE
490127,2009-12-03 18:13:00,2,4.95,14156,EIRE
490127,2009-12-03 18:13:00,6,2.1,14156,EIRE
490127,2009-12-03 18:13:00,8,3.95,14156,EIRE
490127,2009-12-03 18:13:00,3,4.95,14156,EIRE
490127,2009-12-03 18:13:00,6,2.95,14156,EIRE
490127,2009-12-03 18:13:00,4,4.25,14156,EIRE
490127,2009-12-03 18:13:00,6,4.95,14156,EIRE
490127,2009-12-03 18:13:00,4,3.75,14156,EIRE
490127,2009-12-03 18:13:00,2,8.5,14156,EIRE
490127,2009-12-03 18:13:00,3,4.25,14156,EIRE
490127,2009-12-03 18:13:00,2,8.5,14156,EIRE
490127,2009-12-03 18:13:00,6,2.55,14156,EIRE
490127,2009-12-03 18:13:00,3,4.95,14156,EIRE
490127,2009-12-03 18:13:00,12,0.85,14156,EIRE
490137,2009-12-03 19:22:00,2,3.75,14713,United Kingdom
490137,2009-12-03 19:22:00,12,2.95,14713,United Kingdom
490137,2009-12-03 19:22:00,6,1.65,14713,United Kingdom
490137,2009-12-03 19:22:00,6,1.65,14713,United Kingdom
490137,2009-12-03 19:22:00,3,1.25,14713,United Kingdom
490137,2009-12-03 19:22:00,12,0.85,14713,United Kingdom
490137,2009-12-03 19:22:00,3,1.25,14713,United Kingdom
490137,2009-12-03 19:22:00,2,2.55,14713,United Kingdom
490137,2009-12-03 19:22:00,3,1.65,14713,United Kingdom
490137,2009-12-03 19:22:00,2,2.95,14713,United Kingdom
490137,2009-12-03 19:22:00,6,0.85,14713,United Kingdom
490137,2009-12-03 19:22:00,4,1.95,14713,United Kingdom
490137,2009-12-03 19:22:00,2,1.95,14713,United Kingdom
490137,2009-12-03 19:22:00,3,2.1,14713,United Kingdom
490137,2009-12-03 19:22:00,12,0.42,14713,United Kingdom
490137,2009-12-03 19:22:00,2,2.95,14713,United Kingdom
490137,2009-12-03 19:22:00,6,0.55,14713,United Kingdom
490137,2009-12-03 19:22:00,12,1.25,14713,United Kingdom
490137,2009-12-03 19:22:00,2,1.95,14713,United Kingdom
490137,2009-12-03 19:22:00,2,1.95,14713,United Kingdom
490137,2009-12-03 19:22:00,2,2.1,14713,United Kingdom
490154,2009-12-04 10:18:00,3,1.25,16335,United Kingdom
490154,2009-12-04 10:18:00,1,1.69,16335,United Kingdom
490154,2009-12-04 10:18:00,2,1.65,16335,United Kingdom
490154,2009-12-04 10:18:00,1,1.65,16335,United Kingdom
490154,2009-12-04 10:18:00,2,1.25,16335,United Kingdom
490154,2009-12-04 10:18:00,1,2.1,16335,United Kingdom
490154,2009-12-04 10:18:00,2,1.25,16335,United Kingdom
490154,2009-12-04 10:18:00,2,1.25,16335,United Kingdom
490154,2009-12-04 10:18:00,4,5.95,16335,United Kingdom
490154,2009-12-04 10:18:00,2,1.95,16335,United Kingdom
490154,2009-12-04 10:18:00,1,1.25,16335,United Kingdom
490154,2009-12-04 10:18:00,6,1.95,16335,United Kingdom
490154,2009-12-04 10:18:00,4,1.95,16335,United Kingdom
490154,2009-12-04 10:18:00,4,1.49,16335,United Kingdom
490154,2009-12-04 10:18:00,4,1.25,16335,United Kingdom
490154,2009-12-04 10:18:00,3,1.95,16335,United Kingdom
490154,2009-12-04 10:18:00,1,6.75,16335,United Kingdom
490154,2009-12-04 10:18:00,1,6.75,16335,United Kingdom
490154,2009-12-04 10:18:00,1,6.75,16335,United Kingdom
490154,2009-12-04 10:18:00,2,8.5,16335,United Kingdom
490154,2009-12-04 10:18:00,6,1.25,16335,United Kingdom
490154,2009-12-04 10:18:00,1,4.95,16335,United Kingdom
490154,2009-12-04 10:18:00,2,0.95,16335,United Kingdom
490154,2009-12-04 10:18:00,1,4.95,16335,United Kingdom
490154,2009-12-04 10:18:00,1,1.25,16335,United Kingdom
490154,2009-12-04 10:18:00,2,1.25,16335,United Kingdom
490154,2009-12-04 10:18:00,1,7.95,16335,United Kingdom
490154,2009-12-04 10:18:00,9,1.45,16335,United Kingdom
490154,2009-12-04 10:18:00,1,5.95,16335,United Kingdom
490154,2009-12-04 10:18:00,9,1.49,16335,United Kingdom
490154,2009-12-04 10:18:00,1,7.95,16335,United Kingdom
490154,2009-12-04 10:18:00,1,5.95,16335,United Kingdom
490154,2009-12-04 10:18:00,2,5.95,16335,United Kingdom
490154,2009-12-04 10:18:00,1,1.69,16335,United Kingdom
490154,2009-12-04 10:18:00,2,1.69,16335,United Kingdom
490154,2009-12-04 10:18:00,1,2.55,16335,United Kingdom
490154,2009-12-04 10:18:00,3,3.75,16335,United Kingdom
490154,2009-12-04 10:18:00,1,7.95,16335,United Kingdom
490154,2009-12-04 10:18:00,2,3.75,16335,United Kingdom
490154,2009-12-04 10:18:00,4,3.75,16335,United Kingdom
490154,2009-12-04 10:18:00,3,2.95,16335,United Kingdom
490154,2009-12-04 10:18:00,1,2.55,16335,United Kingdom
490154,2009-12-04 10:18:00,1,2.55,16335,United Kingdom
490154,2009-12-04 10:18:00,2,2.55,16335,United Kingdom
490154,2009-12-04 10:18:00,1,1.25,16335,United Kingdom
490154,2009-12-04 10:18:00,1,1.65,16335,United Kingdom
490154,2009-12-04 10:18:00,2,1.25,16335,United Kingdom
490154,2009-12-04 10:18:00,1,1.25,16335,United Kingdom
490154,2009-12-04 10:18:00,1,3.75,16335,United Kingdom
490326,2009-12-04 15:28:00,6,2.1,13733,United Kingdom
490326,2009-12-04 15:28:00,2,9.95,13733,United Kingdom
490326,2009-12-04 15:28:00,4,3.45,13733,United Kingdom
490326,2009-12-04 15:28:00,6,2.1,13733,United Kingdom
490326,2009-12-04 15:28:00,6,2.95,13733,United Kingdom
490326,2009-12-04 15:28:00,6,2.95,13733,United Kingdom
490326,2009-12-04 15:28:00,12,1.25,13733,United Kingdom
490326,2009-12-04 15:28:00,12,0.85,13733,United Kingdom
490326,2009-12-04 15:28:00,4,3.45,13733,United Kingdom
490326,2009-12-04 15:28:00,4,3.95,13733,United Kingdom
490399,2009-12-06 10:38:00,2,6.75,12975,United Kingdom
490399,2009-12-06 10:38:00,3,4.25,12975,United Kingdom
490399,2009-12-06 10:38:00,4,3.75,12975,United Kingdom
490399,2009-12-06 10:38:00,2,6.75,12975,United Kingdom
490399,2009-12-06 10:38:00,3,5.95,12975,United Kingdom
490399,2009-12-06 10:38:00,12,1.25,12975,United Kingdom
490399,2009-12-06 10:38:00,1,12.75,12975,United Kingdom
490399,2009-12-06 10:38:00,4,4.95,12975,United Kingdom
490399,2009-12-06 10:38:00,3,4.65,12975,United Kingdom
490399,2009-12-06 10:38:00,8,6.75,12975,United Kingdom
490399,2009-12-06 10:38:00,4,6.75,12975,United Kingdom
490399,2009-12-06 10:38:00,8,1.95,12975,United Kingdom
490399,2009-12-06 10:38:00,2,5.49,12975,United Kingdom
490399,2009-12-06 10:38:00,12,1.25,12975,United Kingdom
490399,2009-12-06 10:38:00,8,2.1,12975,United Kingdom
490399,2009-12-06 10:38:00,6,2.55,12975,United Kingdom
490399,2009-12-06 10:38:00,12,1.25,12975,United Kingdom
490399,2009-12-06 10:38:00,4,6.75,12975,United Kingdom
490399,2009-12-06 10:38:00,2,6.75,12975,United Kingdom
490399,2009-12-06 10:38:00,6,6.75,12975,United Kingdom
490399,2009-12-06 10:38:00,4,6.75,12975,United Kingdom
490399,2009-12-06 10:38:00,2,6.75,12975,United Kingdom
490399,2009-12-06 10:38:00,3,5.45,12975,United Kingdom
490728,2009-12-07 16:40:00,1,0.55,16702,United Kingdom
490728,2009-12-07 16:40:00,1,0.55,16702,United Kingdom
490728,2009-12-07 16:40:00,2,0.85,16702,United Kingdom
490728,2009-12-07 16:40:00,2,0.85,16702,United Kingdom
490728,2009-12-07 16:40:00,1,4.25,16702,United Kingdom
490728,2009-12-07 16:40:00,1,4.95,16702,United Kingdom
490728,2009-12-07 16:40:00,2,1.65,16702,United Kingdom
490728,2009-12-07 16:40:00,1,6.75,16702,United Kingdom
490728,2009-12-07 16:40:00,24,0.42,16702,United Kingdom
490728,2009-12-07 16:40:00,1,3.75,16702,United Kingdom
490728,2009-12-07 16:40:00,1,16.95,16702,United Kingdom
490728,2009-12-07 16:40:00,12,0.42,16702,United Kingdom
490728,2009-12-07 16:40:00,1,2.95,16702,United Kingdom
490728,2009-12-07 16:40:00,10,1.25,16702,United Kingdom
490728,2009-12-07 16:40:00,24,0.55,16702,United Kingdom
490728,2009-12-07 16:40:00,6,3.75,16702,United Kingdom
490728,2009-12-07 16:40:00,36,0.21,16702,United Kingdom
490728,2009-12-07 16:40:00,10,1.25,16702,United Kingdom
490728,2009-12-07 16:40:00,10,1.25,16702,United Kingdom
490728,2009-12-07 16:40:00,2,6.95,16702,United Kingdom
490728,2009-12-07 16:40:00,1,4.95,16702,United Kingdom
490728,2009-12-07 16:40:00,2,2.95,16702,United Kingdom
490728,2009-12-07 16:40:00,12,1.25,16702,United Kingdom
490728,2009-12-07 16:40:00,12,1.25,16702,United Kingdom
490728,2009-12-07 16:40:00,10,1.25,16702,United Kingdom
490728,2009-12-07 16:40:00,12,0.42,16702,United Kingdom
490728,2009-12-07 16:40:00,1,5.95,16702,United Kingdom
490958,2009-12-08 15:12:00,48,3.39,13576,United Kingdom
490958,2009-12-08 15:12:00,24,3.39,13576,United Kingdom
490958,2009-12-08 15:12:00,4,3.75,13576,United Kingdom
490958,2009-12-08 15:12:00,8,2.1,13576,United Kingdom
490958,2009-12-08 15:12:00,18,1.49,13576,United Kingdom
490958,2009-12-08 15:12:00,18,1.45,13576,United Kingdom
491026,2009-12-08 19:02:00,48,3.39,15181,United Kingdom
491138,2009-12-09 16:26:00,60,0.85,16168,United Kingdom
491138,2009-12-09 16:26:00,2,12.75,16168,United Kingdom
491138,2009-12-09 16:26:00,12,1.95,16168,United Kingdom
491138,2009-12-09 16:26:00,1,79.95,16168,United Kingdom
491211,2009-12-10 14:22:00,24,1.25,14895,United Kingdom
491211,2009-12-10 14:22:00,24,1.45,14895,United Kingdom
491211,2009-12-10 14:22:00,12,2.55,14895,United Kingdom
491211,2009-12-10 14:22:00,12,2.55,14895,United Kingdom
491211,2009-12-10 14:22:00,6,5.95,14895,United Kingdom
491211,2009-12-10 14:22:00,12,2.95,14895,United Kingdom
491211,2009-12-10 14:22:00,12,1.25,14895,United Kingdom
491211,2009-12-10 14:22:00,24,1.49,14895,United Kingdom
491211,2009-12-10 14:22:00,24,2.95,14895,United Kingdom
491211,2009-12-10 14:22:00,6,10.75,14895,United Kingdom
491211,2009-12-10 14:22:00,24,1.25,14895,United Kingdom
491211,2009-12-10 14:22:00,12,6.95,14895,United Kingdom
491211,2009-12-10 14:22:00,48,2.55,14895,United Kingdom
491211,2009-12-10 14:22:00,6,9.95,14895,United Kingdom
491211,2009-12-10 14:22:00,8,8.5,14895,United Kingdom
491211,2009-12-10 14:22:00,18,2.55,14895,United Kingdom
491211,2009-12-10 14:22:00,24,1.25,14895,United Kingdom
491211,2009-12-10 14:22:00,36,0.55,14895,United Kingdom
491211,2009-12-10 14:22:00,6,9.95,14895,United Kingdom
491211,2009-12-10 14:22:00,24,0.55,14895,United Kingdom
491211,2009-12-10 14:22:00,36,0.55,14895,United Kingdom
491211,2009-12-10 14:22:00,12,1.65,14895,United Kingdom
491211,2009-12-10 14:22:00,48,0.85,14895,United Kingdom
491211,2009-12-10 14:22:00,48,0.85,14895,United Kingdom
491211,2009-12-10 14:22:00,36,2.1,14895,United Kingdom
491211,2009-12-10 14:22:00,12,6.35,14895,United Kingdom
491211,2009-12-10 14:22:00,12,4.25,14895,United Kingdom
491211,2009-12-10 14:22:00,6,1.45,14895,United Kingdom
491211,2009-12-10 14:22:00,12,5.95,14895,United Kingdom
491211,2009-12-10 14:22:00,12,5.95,14895,United Kingdom
491211,2009-12-10 14:22:00,8,2.1,14895,United Kingdom
491211,2009-12-10 14:22:00,6,9.95,14895,United Kingdom
491211,2009-12-10 14:22:00,48,1.69,14895,United Kingdom
491211,2009-12-10 14:22:00,24,2.1,14895,United Kingdom
491211,2009-12-10 14:22:00,32,2.55,14895,United Kingdom
491211,2009-12-10 14:22:00,24,2.75,14895,United Kingdom
491211,2009-12-10 14:22:00,2,9.95,14895,United Kingdom
491508,2009-12-11 12:24:00,32,2.55,16191,United Kingdom
491508,2009-12-11 12:24:00,48,2.75,16191,United Kingdom
491508,2009-12-11 12:24:00,18,1.25,16191,United Kingdom
491508,2009-12-11 12:24:00,18,1.25,16191,United Kingdom
491508,2009-12-11 12:24:00,18,1.25,16191,United Kingdom
491508,2009-12-11 12:24:00,18,1.25,16191,United Kingdom
491508,2009-12-11 12:24:00,18,1.25,16191,United Kingdom
491508,2009-12-11 12:24:00,18,1.25,16191,United Kingdom
491516,2009-12-11 12:28:00,1,0.42,14895,United Kingdom
491516,2009-12-11 12:28:00,3,16.95,14895,United Kingdom
491584,2009-12-11 12:55:00,1,2.95,12854,United Kingdom
491584,2009-12-11 12:55:00,1,2.95,12854,United Kingdom
491584,2009-12-11 12:55:00,6,2.95,12854,United Kingdom
491584,2009-12-11 12:55:00,4,2.95,12854,United Kingdom
491584,2009-12-11 12:55:00,4,2.1,12854,United Kingdom
491584,2009-12-11 12:55:00,6,2.1,12854,United Kingdom
491584,2009-12-11 12:55:00,12,1.25,12854,United Kingdom
491584,2009-12-11 12:55:00,5,2.1,12854,United Kingdom
491584,2009-12-11 12:55:00,4,1.25,12854,United Kingdom
491584,2009-12-11 12:55:00,4,1.25,12854,United Kingdom
491584,2009-12-11 12:55:00,2,8.5,12854,United Kingdom
491584,2009-12-11 12:55:00,2,4.95,12854,United Kingdom
491584,2009-12-11 12:55:00,2,1.45,12854,United Kingdom
491584,2009-12-11 12:55:00,4,2.1,12854,United Kingdom
491584,2009-12-11 12:55:00,2,1.45,12854,United Kingdom
491584,2009-12-11 12:55:00,2,4.95,12854,United Kingdom
491584,2009-12-11 12:55:00,1,5.49,12854,United Kingdom
491584,2009-12-11 12:55:00,1,5.95,12854,United Kingdom
491584,2009-12-11 12:55:00,12,1.65,12854,United Kingdom
491584,2009-12-11 12:55:00,4,2.95,12854,United Kingdom
491584,2009-12-11 12:55:00,1,9.95,12854,United Kingdom
491584,2009-12-11 12:55:00,5,1.65,12854,United Kingdom
491584,2009-12-11 12:55:00,25,0.42,12854,United Kingdom
491584,2009-12-11 12:55:00,12,2.55,12854,United Kingdom
491584,2009-12-11 12:55:00,2,6.75,12854,United Kingdom
491584,2009-12-11 12:55:00,4,5.45,12854,United Kingdom
491584,2009-12-11 12:55:00,6,4.65,12854,United Kingdom
491584,2009-12-11 12:55:00,2,0.95,12854,United Kingdom
491584,2009-12-11 12:55:00,2,4.25,12854,United Kingdom
491584,2009-12-11 12:55:00,25,0.42,12854,United Kingdom
491584,2009-12-11 12:55:00,25,0.42,12854,United Kingdom
491584,2009-12-11 12:55:00,25,0.42,12854,United Kingdom
491584,2009-12-11 12:55:00,25,0.42,12854,United Kingdom
491584,2009-12-11 12:55:00,6,0.65,12854,United Kingdom
491584,2009-12-11 12:55:00,24,2.95,12854,United Kingdom
491584,2009-12-11 12:55:00,6,0.65,12854,United Kingdom
491584,2009-12-11 12:55:00,6,0.65,12854,United Kingdom
491584,2009-12-11 12:55:00,2,4.25,12854,United Kingdom
491584,2009-12-11 12:55:00,4,5.95,12854,United Kingdom
491584,2009-12-11 12:55:00,2,2.95,12854,United Kingdom
491584,2009-12-11 12:55:00,2,6.75,12854,United Kingdom
491584,2009-12-11 12:55:00,6,0.85,12854,United Kingdom
491584,2009-12-11 12:55:00,4,1.95,12854,United Kingdom
491584,2009-12-11 12:55:00,6,0.65,12854,United Kingdom
491584,2009-12-11 12:55:00,2,6.75,12854,United Kingdom
491630,2009-12-11 14:39:00,5,0.85,17851,United Kingdom
491630,2009-12-11 14:39:00,1,9.95,17851,United Kingdom
491630,2009-12-11 14:39:00,2,4.25,17851,United Kingdom
491630,2009-12-11 14:39:00,2,1.95,17851,United Kingdom
491630,2009-12-11 14:39:00,5,0.85,17851,United Kingdom
491630,2009-12-11 14:39:00,5,0.85,17851,United Kingdom
491630,2009-12-11 14:39:00,3,1.25,17851,United Kingdom
491630,2009-12-11 14:39:00,4,2.95,17851,United Kingdom
491630,2009-12-11 14:39:00,2,7.95,17851,United Kingdom
491630,2009-12-11 14:39:00,3,1.25,17851,United Kingdom
491630,2009-12-11 14:39:00,5,0.85,17851,United Kingdom
491630,2009-12-11 14:39:00,2,7.95,17851,United Kingdom
491630,2009-12-11 14:39:00,1,9.95,17851,United Kingdom
491630,2009-12-11 14:39:00,3,1.25,17851,United Kingdom
491630,2009-12-11 14:39:00,1,5.95,17851,United Kingdom
491630,2009-12-11 14:39:00,3,2.55,17851,United Kingdom
491630,2009-12-11 14:39:00,1,6.75,17851,United Kingdom
491630,2009-12-11 14:39:00,5,2.1,17851,United Kingdom
491630,2009-12-11 14:39:00,6,1.69,17851,United Kingdom
491630,2009-12-11 14:39:00,1,5.95,17851,United Kingdom
491630,2009-12-11 14:39:00,5,1.25,17851,United Kingdom
491630,2009-12-11 14:39:00,6,2.1,17851,United Kingdom
491630,2009-12-11 14:39:00,5,0.85,17851,United Kingdom
491630,2009-12-11 14:39:00,4,1.65,17851,United Kingdom
491630,2009-12-11 14:39:00,4,1.65,17851,United Kingdom
491630,2009-12-11 14:39:00,4,0.42,17851,United Kingdom
491630,2009-12-11 14:39:00,3,4.95,17851,United Kingdom
491630,2009-12-11 14:39:00,2,3.75,17851,United Kingdom
491630,2009-12-11 14:39:00,2,5.45,17851,United Kingdom
491630,2009-12-11 14:39:00,2,1.25,17851,United Kingdom
491630,2009-12-11 14:39:00,24,0.85,17851,United Kingdom
491630,2009-12-11 14:39:00,9,1.95,17851,United Kingdom
491630,2009-12-11 14:39:00,1,2.95,17851,United Kingdom
491630,2009-12-11 14:39:00,2,2.95,17851,United Kingdom
491630,2009-12-11 14:39:00,3,2.95,17851,United Kingdom
491630,2009-12-11 14:39:00,1,2.95,17851,United Kingdom
491630,2009-12-11 14:39:00,3,0.85,17851,United Kingdom
491630,2009-12-11 14:39:00,6,0.85,17851,United Kingdom
491630,2009-12-11 14:39:00,5,0.85,17851,United Kingdom
491630,2009-12-11 14:39:00,6,0.85,17851,United Kingdom
491630,2009-12-11 14:39:00,3,0.85,17851,United Kingdom
491630,2009-12-11 14:39:00,5,1.25,17851,United Kingdom
491630,2009-12-11 14:39:00,5,1.65,17851,United Kingdom
491630,2009-12-11 14:39:00,7,2.95,17851,United Kingdom
491630,2009-12-11 14:39:00,2,2.95,17851,United Kingdom
491630,2009-12-11 14:39:00,3,4.95,17851,United Kingdom
491630,2009-12-11 14:39:00,2,5.95,17851,United Kingdom
491630,2009-12-11 14:39:00,2,1.25,17851,United Kingdom
491630,2009-12-11 14:39:00,4,1.65,17851,United Kingdom
491630,2009-12-11 14:39:00,4,1.25,17851,United Kingdom
491630,2009-12-11 14:39:00,1,6.75,17851,United Kingdom
491630,2009-12-11 14:39:00,3,3.75,17851,United Kingdom
491630,2009-12-11 14:39:00,3,2.95,17851,United Kingdom
491630,2009-12-11 14:39:00,2,3.75,17851,United Kingdom
491630,2009-12-11 14:39:00,1,6.75,17851,United Kingdom
491630,2009-12-11 14:39:00,1,4.25,17851,United Kingdom
491630,2009-12-11 14:39:00,1,4.25,17851,United Kingdom
491630,2009-12-11 14:39:00,1,3.75,17851,United Kingdom
