userid,version,sum_gamerounds,retention_1,retention_7
1552464,gate_30,36,False,False
1556815,gate_40,400,True,True
1560581,gate_30,0,False,False
1566889,gate_30,25,False,False
1568645,gate_30,10,True,True
1569131,gate_40,204,False,True
1577902,gate_40,105,True,False
1583966,gate_40,49,True,False
1598122,gate_30,215,True,True
1607961,gate_30,14,True,False
1608469,gate_30,26,False,False
1612367,gate_40,71,False,True
1616555,gate_40,63,False,False
1620689,gate_40,72,False,True
1625450,gate_30,69,True,True
1636935,gate_40,16,False,True
1638552,gate_40,6,False,False
1640131,gate_30,5,False,False
1654927,gate_40,26,False,False
1657635,gate_30,126,True,True
1659394,gate_40,12,False,False
1661368,gate_30,16,True,False
1667596,gate_30,11,False,False
1669647,gate_30,6,False,False
1672148,gate_30,43,True,False
1674318,gate_40,46,False,False
1681813,gate_30,0,False,False
1695374,gate_30,4,False,False
1696165,gate_40,10,True,False
1715619,gate_40,15,False,True
1715747,gate_30,64,True,False
1716005,gate_30,15,False,False
1716985,gate_30,3,False,False
1717960,gate_40,8,False,False
1720241,gate_30,1,False,False
1732572,gate_30,4,False,False
1734241,gate_30,181,True,True
1735389,gate_30,0,False,False
1742943,gate_30,4,False,False
1746090,gate_40,38,False,False
1746091,gate_40,32,True,False
1765582,gate_40,60,True,False
1773278,gate_30,38,True,False
1773436,gate_30,66,True,True
1782362,gate_40,1,False,False
1789312,gate_30,6,False,False
1792652,gate_30,5,False,True
1795142,gate_30,4,False,False
1803930,gate_40,158,True,False
1804773,gate_30,1,False,False
1809512,gate_30,3,False,False
1810646,gate_30,4,False,False
1819048,gate_40,8,True,False
1827030,gate_40,82,True,False
1833325,gate_40,151,True,True
1838619,gate_40,8,False,False
1839574,gate_30,3,False,False
1839792,gate_30,54,True,True
1842800,gate_40,4,False,False
1851607,gate_30,1,False,False
1862072,gate_40,96,False,False
1868699,gate_30,0,False,False
1878641,gate_30,31,True,False
1878995,gate_30,0,False,False
1879011,gate_30,3,False,False
1879812,gate_40,38,False,True
1881962,gate_30,103,True,True
1882376,gate_40,24,False,False
1886094,gate_40,97,True,False
1891870,gate_40,1,False,False
1893035,gate_30,15,False,False
1896707,gate_30,45,False,False
1906389,gate_40,33,True,False
1910066,gate_30,1,False,False
1916074,gate_40,3,False,False
1919208,gate_40,6,False,False
1921560,gate_30,28,False,True
1925249,gate_30,22,True,False
1925646,gate_30,8,False,False
1926623,gate_30,2,False,False
1932460,gate_40,22,True,False
1934997,gate_30,72,True,False
1947327,gate_40,38,False,False
1947636,gate_40,21,True,False
1959154,gate_30,62,True,False
1961863,gate_40,1,False,False
1962291,gate_30,25,True,False
1964187,gate_40,63,True,False
1964811,gate_40,16,True,False
1971063,gate_40,155,True,True
1972277,gate_30,7,False,False
1982519,gate_40,2,True,False
1992737,gate_40,191,True,True
1999775,gate_40,5,True,False
2004931,gate_30,93,False,True
2005068,gate_30,32,True,False
2006736,gate_40,107,True,False
2006773,gate_30,40,True,False
2006783,gate_40,4,False,False
2009437,gate_30,5,False,False
2009840,gate_40,0,False,False
2020849,gate_30,809,False,True
2030386,gate_30,40,True,False
2036992,gate_40,12,False,False
2041074,gate_40,1,False,False
2041710,gate_40,40,False,True
2043943,gate_40,10,True,False
2051172,gate_30,80,True,True
2052607,gate_40,25,False,False
2059592,gate_30,40,True,True
2061225,gate_40,10,False,False
2064471,gate_30,20,False,False
2071481,gate_40,107,True,True
2073006,gate_30,7,True,False
2075870,gate_40,1075,True,True
2077083,gate_30,206,True,True
2095098,gate_30,8,False,False
2096822,gate_40,12,True,False
2098332,gate_40,15,False,True
2099538,gate_30,5,False,False
2101447,gate_30,18,True,False
2105739,gate_40,137,True,True
2109106,gate_30,18,False,False
2109502,gate_30,22,True,False
2113813,gate_40,29,True,False
2115662,gate_40,15,False,False
2115859,gate_30,7,True,False
2116725,gate_40,18,True,False
2120540,gate_40,6,True,False
2127351,gate_40,16,False,False
2132393,gate_40,15,False,False
2134690,gate_40,1,False,False
2135312,gate_40,24,False,True
2138205,gate_30,16,False,False
2142421,gate_40,9,True,False
2156182,gate_30,5,False,False
2157870,gate_30,20,True,False
2161289,gate_30,2,False,False
2166310,gate_40,91,True,False
2168738,gate_40,113,True,True
2175045,gate_30,12,False,True
2183586,gate_40,15,True,False
2185511,gate_40,64,True,False
2187553,gate_40,16,True,False
2191879,gate_40,1,False,False
2194833,gate_40,27,True,False
2195717,gate_40,38,True,False
2200262,gate_30,7,False,False
2202680,gate_30,7,False,False
2207325,gate_40,15,False,False
2208560,gate_40,24,False,False
2211499,gate_40,37,True,False
2214734,gate_30,7,True,False
2215417,gate_40,9,False,False
2217309,gate_40,5,False,False
2231104,gate_40,52,True,True
2232487,gate_40,189,False,False
2239879,gate_30,0,True,False
2241970,gate_40,13,False,False
2250751,gate_40,14,True,False
2251750,gate_30,0,False,False
2254391,gate_40,10,False,True
2262037,gate_40,62,True,False
2262441,gate_40,51,False,False
2262813,gate_40,49,True,True
2269466,gate_40,103,True,True
2273833,gate_30,6,False,False
2276209,gate_40,8,False,False
2281328,gate_30,28,True,False
2285360,gate_30,8,False,False
2290721,gate_30,24,False,False
2293010,gate_40,2,False,False
2296177,gate_30,1,False,False
2300532,gate_30,56,True,True
2300598,gate_30,3,False,False
2300735,gate_40,21,True,False
2301480,gate_40,304,True,True
2302025,gate_40,11,False,False
2305116,gate_30,69,False,False
2308041,gate_40,42,True,False
2317257,gate_30,40,True,False
2320915,gate_30,17,False,False
2326904,gate_40,351,True,True
2327781,gate_40,10,False,False
2333449,gate_40,166,True,False
2334076,gate_30,0,False,False
2337229,gate_40,35,False,False
2345476,gate_30,5,False,False
2346628,gate_40,4,False,False
2348850,gate_30,0,False,False
2350087,gate_40,7,False,False
2358354,gate_30,91,True,False
2364192,gate_40,62,True,False
2366850,gate_40,45,True,False
2367622,gate_40,2,False,False
2367816,gate_40,1,False,False
2367961,gate_40,2,False,False
2369522,gate_30,24,True,False
2375183,gate_30,2,False,False
2376373,gate_40,38,True,False
2378621,gate_30,8,False,False
2382568,gate_30,1,False,False
2387433,gate_40,27,False,False
2393577,gate_30,37,True,True
2394274,gate_40,10,False,False
2394280,gate_30,2,False,False
2396576,gate_30,4,False,False
2399229,gate_40,3,False,False
2400840,gate_30,35,True,False
2401728,gate_40,31,True,False
2402114,gate_40,23,False,False
2402974,gate_30,45,True,False
2404075,gate_40,9,False,False
2408080,gate_40,18,True,False
2408629,gate_30,16,True,False
2416904,gate_30,7,True,False
2419271,gate_30,6,False,False
2419411,gate_40,5,False,False
2420929,gate_30,4,True,False
2423720,gate_40,26,True,False
2427226,gate_30,8,False,False
2429875,gate_40,39,True,True
2436480,gate_40,109,True,False
2438029,gate_40,5,False,False
2439910,gate_40,158,True,True
2446440,gate_30,16,False,False
2446884,gate_40,13,False,False
2451698,gate_40,184,True,False
2467016,gate_30,8,False,False
2469027,gate_30,20,True,False
2475384,gate_40,0,False,False
2480226,gate_40,18,False,False
2480797,gate_30,39,True,False
2481707,gate_40,5,False,False
2484885,gate_30,40,True,False
2484992,gate_30,76,True,False
2494533,gate_40,29,True,False
2495041,gate_30,2,False,False
2496173,gate_40,18,True,False
2496864,gate_40,7,False,False
2502985,gate_30,19,True,False
2504332,gate_40,201,True,True
2504501,gate_40,14,False,False
2510499,gate_40,30,True,False
2510618,gate_40,19,False,False
2516047,gate_40,12,True,False
2517935,gate_40,84,True,False
2522321,gate_30,77,True,False
2522899,gate_30,120,True,False
2524137,gate_40,31,True,False
2531415,gate_30,799,True,True
2533545,gate_30,6,True,False
2533572,gate_30,117,True,True
2533715,gate_40,81,True,True
2534305,gate_40,67,False,True
2540079,gate_40,21,False,False
2548383,gate_40,31,False,True
2553999,gate_30,16,False,False
2562349,gate_40,3,False,False
2562507,gate_30,149,True,True
2564521,gate_30,183,True,True
2564816,gate_30,15,False,False
2579460,gate_30,13,False,False
2583238,gate_40,20,True,False
2591863,gate_40,54,True,False
2592293,gate_40,6,False,False
2592782,gate_40,44,True,True
2594342,gate_30,24,False,False
2596994,gate_30,7,False,False
2597968,gate_40,33,False,False
2601342,gate_40,86,True,False
2618439,gate_40,5,False,False
2619815,gate_30,14,True,True
2621117,gate_40,19,False,True
2622017,gate_40,228,True,True
2622826,gate_30,0,False,False
2623381,gate_30,1,False,False
2627517,gate_30,4,True,False
2628597,gate_40,16,False,False
2642870,gate_30,43,False,False
2643168,gate_30,31,False,False
2645427,gate_30,3,False,False
2647277,gate_30,0,False,False
2648644,gate_30,3,True,False
2650232,gate_30,0,False,False
2655490,gate_30,40,True,True
2655538,gate_40,4,False,False
2658707,gate_30,96,True,True
2668051,gate_40,117,True,False
2669882,gate_40,2,False,False
2670513,gate_30,34,True,False
2675557,gate_40,12,True,False
2681298,gate_40,7,False,False
2683177,gate_30,1,False,False
2690635,gate_30,66,True,False
2694184,gate_30,10,False,False
2696645,gate_40,2,False,False
2697404,gate_40,190,True,False
2698653,gate_30,43,True,False
2701114,gate_40,11,True,False
2701450,gate_30,3,False,False
2703462,gate_30,220,True,True
2710125,gate_30,46,True,True
2710585,gate_40,23,False,False
2711580,gate_40,139,True,False
2713869,gate_40,7,False,False
2717395,gate_40,30,True,True
2718564,gate_40,30,True,False
2721298,gate_30,6,False,False
2725134,gate_30,24,False,True
2731045,gate_40,6,False,False
2740805,gate_40,5,False,False
2749949,gate_40,511,True,True
2754732,gate_30,45,True,False
2761460,gate_40,54,True,True
2767030,gate_30,42,True,False
2772262,gate_40,7,False,False
2772358,gate_30,33,False,False
2773959,gate_40,35,True,False
2783452,gate_30,68,False,True
2788746,gate_30,1,False,False
2792406,gate_30,36,True,False
2795896,gate_30,39,False,False
2803716,gate_40,57,True,True
2804567,gate_30,17,False,False
2807882,gate_40,9,False,False
2814371,gate_30,16,False,False
2818429,gate_40,52,True,False
2819108,gate_40,0,False,False
2821590,gate_30,17,True,False
2822472,gate_30,153,True,True
2826206,gate_40,43,True,True
2826927,gate_30,41,True,False
2829736,gate_40,4,False,False
2831967,gate_30,33,False,True
2834489,gate_40,18,False,False
2843785,gate_30,149,True,False
2847857,gate_40,7,True,False
2849118,gate_30,40,True,False
2855411,gate_40,3,False,False
2855880,gate_40,7,False,False
2858705,gate_30,114,True,True
2861986,gate_30,213,True,True
2868542,gate_40,20,False,False
2869671,gate_30,13,False,False
2873616,gate_40,11,True,False
2875312,gate_30,69,True,False
2875941,gate_30,11,False,False
2876251,gate_30,1,False,False
2877439,gate_30,86,True,False
2881928,gate_40,42,True,True
2886661,gate_30,21,True,False
2889989,gate_40,47,True,False
2890775,gate_40,28,True,False
2891227,gate_30,67,False,False
2891674,gate_30,0,False,False
2894227,gate_40,22,True,False
2901902,gate_30,190,True,True
2903246,gate_30,11,True,True
2904836,gate_40,2,False,False
2905359,gate_30,17,False,False
2905819,gate_30,59,False,True
2907308,gate_40,0,False,False
2909682,gate_30,71,False,True
2909835,gate_40,5,False,False
2910850,gate_30,4,True,False
2911257,gate_40,4,False,False
2920665,gate_30,0,False,False
2921123,gate_30,110,True,False
2927052,gate_30,12,True,False
2929231,gate_40,11,False,False
2930389,gate_30,14,True,False
2933655,gate_40,58,True,False
2940103,gate_30,26,True,False
2940474,gate_30,14,False,False
2942923,gate_30,10,True,False
2945256,gate_40,85,True,False
2946633,gate_40,8,False,False
2947474,gate_30,17,False,False
2948888,gate_40,46,True,False
2949081,gate_30,7,False,False
2949863,gate_40,96,True,False
2949963,gate_40,5,False,False
2952857,gate_40,24,True,False
2956166,gate_30,15,True,False
2956268,gate_30,76,True,False
2957374,gate_40,54,False,False
2958608,gate_30,159,True,True
2960756,gate_40,42,False,False
2961712,gate_40,91,True,False
2961802,gate_30,1,True,False
2969724,gate_40,24,False,False
2972161,gate_40,1,False,False
2974577,gate_30,4,True,False
2977191,gate_30,5,False,False
2978492,gate_30,131,True,False
2980873,gate_40,32,True,False
2995213,gate_40,76,True,True
3004251,gate_40,138,True,True
3006239,gate_30,3,False,False
3009696,gate_40,5,False,False
3011135,gate_30,6,False,False
3016173,gate_40,4,True,False
3018892,gate_40,0,False,False
3021730,gate_30,128,True,False
3027194,gate_30,154,False,False
3027283,gate_40,4,False,False
3031690,gate_40,11,True,False
3033325,gate_30,11,True,False
3036481,gate_30,13,True,False
3036953,gate_30,4,False,False
3041829,gate_30,0,False,False
3044065,gate_30,25,False,False
3044812,gate_40,56,True,False
3048110,gate_30,24,True,False
3050058,gate_40,129,True,True
3052576,gate_30,5,False,False
3057727,gate_40,1,False,False
3059600,gate_30,12,False,False
3066141,gate_40,4,False,False
3071120,gate_30,7,False,False
3071251,gate_40,3,False,False
3073062,gate_30,49,True,False
3078405,gate_30,105,False,False
3089053,gate_30,1,False,False
3090272,gate_30,223,True,True
3095209,gate_30,8,True,False
3095951,gate_40,20,False,False
3096129,gate_40,41,True,False
3097077,gate_40,6,False,False
3099196,gate_40,21,False,False
3102975,gate_30,192,True,True
3103890,gate_40,0,False,False
3105859,gate_40,214,True,True
3108141,gate_30,1,False,False
3111075,gate_30,47,False,False
3111666,gate_30,9,False,False
3117635,gate_30,0,False,False
3127979,gate_40,12,True,False
3130492,gate_30,26,False,False
3132033,gate_30,113,False,True
3132316,gate_40,6,False,False
3132391,gate_40,4,False,False
3138358,gate_40,0,False,False
3139854,gate_40,3,False,False
3143916,gate_40,13,True,True
3145162,gate_40,9,False,False
3148946,gate_30,1,False,False
3152840,gate_30,103,True,True
3162722,gate_40,393,True,False
3163617,gate_40,723,True,True
3163767,gate_40,84,True,True
3167540,gate_40,188,True,True
3167788,gate_40,5,False,False
3172191,gate_40,38,True,False
3173869,gate_30,65,True,False
3176641,gate_40,53,True,True
3177804,gate_40,26,False,False
3178772,gate_40,13,False,False
3193415,gate_40,4,True,False
3197456,gate_40,89,True,True
3199391,gate_30,8,False,False
3200866,gate_40,5,True,False
3205281,gate_30,4,False,False
3211323,gate_30,72,True,False
3212401,gate_40,59,True,False
3216469,gate_30,34,False,False
3220287,gate_30,38,True,False
3222405,gate_30,24,True,False
3224193,gate_40,48,True,False
3225103,gate_30,38,False,False
3227524,gate_40,15,False,False
3230045,gate_30,30,False,False
3231401,gate_40,17,True,False
3239618,gate_30,40,True,False
3242855,gate_40,64,True,False
3243911,gate_40,1,False,False
3245201,gate_30,3,False,False
3251202,gate_30,11,False,False
3251881,gate_30,201,True,False
3252695,gate_40,4,False,False
3254830,gate_40,378,True,True
3256899,gate_40,69,True,True
3258359,gate_30,14,False,False
3258652,gate_30,1,False,False
3259114,gate_40,13,True,False
3262622,gate_30,2,False,False
3264631,gate_40,1,False,False
3266097,gate_30,2,False,False
3266525,gate_30,9,False,False
3267073,gate_30,2,False,False
3267282,gate_40,40,False,False
3270322,gate_40,11,False,False
3276101,gate_40,15,False,False
3277506,gate_40,16,False,False
